TIME,DV,YDESC,SUBJECT_GROUP,CL,COMPOUND,YTYPE,ID,mdv,TIME_UNIT,UNIT,AMT,STUDYID
18,25.741535,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
21,31.39592,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
24,35.10148,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
27,40.06893,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
30,43.75046,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
33,47.56926,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
36,50.04088,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
39,52.231485,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
42,53.042325,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
45,56.209885,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
48,58.84891,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
51,61.21154,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
54,62.46358,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
57,64.27242,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
60,65.131365,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
63,66.81396,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
66,68.306855,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
69,70.83967,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
72,72.837215,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
77,73.8017,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
81,75.842195,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
85,77.61889,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
89,81.90155,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
93,84.32558,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
97,89.074376,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
101,91.167841,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
105,94.4827645,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
109,96.038694,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
113,96.9327055,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
117,97.539011,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
121,98.0296465,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
125,98.273249,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
129,98.873139,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
133,99.0132985,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
137,99.114796,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
141,99.275041,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
145,99.3351105,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
149,99.4529555,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
153,99.3369895,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
157,99.4275595,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
161,99.5995845,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
165,99.6537645,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
169,99.652792,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
173,99.7556545,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
177,99.762517,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
181,99.808862,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
185,99.716063,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
189,99.801136,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
0,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,1,h,ng/mL,.,.
3,2.53646,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
6,0.909486667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
9,2.78761,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
12,5.76202,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
15,11.72314667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
18,16.415,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
21,21.74238,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
24,23.57930333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
27,27.67635333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
30,29.62364,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
33,33.10748667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
36,35.65800333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
39,37.48979,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
42,39.59813,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
45,39.18909333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
48,42.80078,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
51,43.08832667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
54,43.69729667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
57,43.84948,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
60,46.75572,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
63,47.67572333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
66,47.82700667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
69,50.44079333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
72,53.71049333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
77,56.48764,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
81,57.75186333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
85,57.82918,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
89,59.84852333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
93,60.55380667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
97,65.55248667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
101,66.20123333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
105,68.67387333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
109,68.89761333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
113,72.37149333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
117,73.35796,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
121,75.55431667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
125,77.30098,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
129,79.87330733,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
133,83.137154,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
137,84.14249133,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
141,85.43244167,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
145,86.604555,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
149,87.909091,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
153,88.963449,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
157,90.313291,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
161,91.585273,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
165,92.61070267,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
169,93.02651233,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
173,93.36545833,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
177,93.765384,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
181,94.10585167,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
185,94.26953467,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
189,94.93937,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,4,0,h,ng/mL,.,.
0,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
3,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
6,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
9,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
12,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
15,1.15571,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
18,8.59263,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
21,10.8049,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
24,15.83122,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
27,19.34965,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
30,24.02038,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
33,28.49279,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
36,33.21822,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
39,34.27477,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
42,39.34897,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
45,39.04807,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
48,41.15777,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
51,43.06572,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
54,43.92054,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
57,43.7188,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
60,46.58415,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
63,43.97524,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
66,39.80373,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
69,37.03412,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
72,39.34897,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
77,33.46782,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
81,27.93886,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
85,19.99932,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
89,17.53402,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
93,13.91985,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
97,0.5505,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,0,h,ng/mL,.,.
101,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
105,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
109,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
113,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
117,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
121,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
125,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
129,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
133,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
137,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
141,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
145,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
149,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
153,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
157,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
161,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
165,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
169,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
173,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
177,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
181,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
185,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
189,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,3,1,h,ng/mL,.,.
0,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
3,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
6,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
9,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
12,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
15,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
18,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
21,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
24,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
27,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
30,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
33,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
36,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
39,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
42,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
45,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
48,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
51,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
54,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
57,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
60,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
63,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
66,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
69,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
72,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
77,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
81,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
85,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
89,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
93,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
97,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
101,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
105,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
109,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
113,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
117,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
121,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
125,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
129,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
133,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
137,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
141,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
145,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
149,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
153,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
157,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
161,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
165,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
169,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
173,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
177,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
181,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
185,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
189,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,2,1,h,ng/mL,.,.
0,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
3,0.47227,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,0,h,ng/mL,.,.
6,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
9,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
12,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
15,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
18,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
21,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
24,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
27,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
30,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
33,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
36,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
39,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
42,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
45,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
48,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
51,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
54,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
57,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
60,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
63,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
66,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
69,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
72,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
77,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
81,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
85,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
89,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
93,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
97,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
101,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
105,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
109,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
113,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
117,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
121,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
125,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
129,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
133,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
137,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
141,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
145,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
149,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
153,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
157,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
161,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
165,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
169,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
173,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
177,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
181,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
185,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
189,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,1,1,h,ng/mL,.,.
0,0,Cells,LowExprLowAffinity,LowExpr,LowAffinity,6,30,1,h,ng/mL,.,.
0,0,Cells,LowExprLowAffinity,LowExpr,LowAffinity,6,40,1,h,ng/mL,.,.
1,0,Cells,LowExprLowAffinity,LowExpr,LowAffinity,6,30,1,h,ng/mL,.,.
1,0,Cells,LowExprLowAffinity,LowExpr,LowAffinity,6,40,1,h,ng/mL,.,.
